company,mcap,operating margin,net debt / ebit,roe,croic,p/fcf,revenues,ev/fcf,total_score,gross margin
221,4816024036,0.28469,-1.04401,0.31328,0.36592,31.57321,0.37612,30.53552,2.0,0.48435
222,521390064806,0.11894,0.38745,0.12192,0.08257,15.16902,0.38654,16.59686,nan,0.22753
223,655763994,0.09759,1.38337,0.10328,0.05415,8.49723,0.37423,13.51165,nan,0.58736
241,14048224695,0.23694,-1.6105,0.18112,0.19608,17.40687,0.26472,16.04657,3.0,0.80198
258,9021274461,0.09683,-3.092,0.16889,0.14068,30.62863,1.01411,27.58607,1.0,0.12351
242,18287829983,0.32045,1.23712,0.28086,0.23941,29.81504,0.54327,31.51686,2.0,0.54066
243,46741809127,0.20307,0.15453,0.32104,0.25397,44.71784,0.38511,44.98426,2.0,0.45228
244,5582072381,0.14968,0.67395,0.1854,0.13825,27.33599,0.53562,28.35162,nan,0.28282
245,3376451894,0.27107,-0.26804,0.23377,0.18108,9.62876,0.20014,9.6209,3.0,0.66886
246,71601434360,0.06754,5.37542,0.14892,0.03568,27.62299,0.26578,39.56139,nan,0.21231
247,4701681681,0.1297,4.47068,0.12248,0.09103,12.72899,0.8506,17.8772,nan,0.48128
259,122385798273,0.28138,4.24885,0.10784,0.11354,28.00964,0.6672,32.95787,1.0,0.61058
248,143005295,0.19735,0.76706,0.24574,0.29431,14.23155,2.00546,15.16397,nan,0.43393
249,301857361,0.04958,-0.10315,0.08996,0.22906,9.30104,0.03646,11.26359,nan,0.21604
250,4601556642,0.07041,3.75766,0.17111,0.13241,18.06643,0.23175,23.37556,nan,0.49301
251,96017977,0.16072,-0.88626,0.05978,0.06447,8.81693,0.15381,6.90948,nan,0.43875
252,2933055547,0.06017,-7.63178,0.14215,0.02951,58.58117,0.47874,52.34111,nan,0.40723
253,69586240451,0.28194,-1.6812,1.68473,0.42314,41.72184,1.75452,40.22497,3.0,0.79705
254,468041621,0.12349,-1.20187,0.28149,0.58852,9.55839,0.29094,8.69657,2.0,0.76966
255,4812705870,0.12743,0.51908,0.15367,0.17451,21.21164,0.52884,21.33371,1.0,0.35208
260,63397250565,0.29399,0.62072,0.06939,0.18968,29.97914,1.1535,37.54303,1.0,0.31946
261,204810656,0.04896,-1.66983,1.56426,0.47411,5.20798,1.78603,3.37191,nan,0.10601
262,19359166548,0.11083,4.14086,0.06419,0.08648,3.22088,0.46442,8.55644,nan,0.27484
716,4102096524,0.18949,0.59827,0.87739,0.43897,17.88678,0.32678,18.31224,2.0,0.53724
256,7095769988,0.10987,-0.94314,0.13854,0.20835,15.96145,0.5613,15.95351,1.0,0.32795
257,4026019039,0.11399,4.67184,0.09915,0.05887,15.73082,0.26545,23.05323,nan,0.30179
263,227568864,0.07432,-8.00405,0.12063,0.04648,5.01632,0.40444,2.07787,nan,0.11128
264,1283184067,0.09666,-0.62044,0.1233,0.23863,2.57232,0.00134,2.13058,nan,0.40506
281,68998628,0.18897,6.32138,0.13241,0.31664,52.40033,0.42346,79.41147,1.0,0.94915
265,39820217822,0.23811,-1.63174,0.2022,0.1619,31.63496,0.6974,29.81845,3.0,0.58433
282,39934730784,0.18615,0.9978,1.30725,0.28984,31.85714,0.48356,32.40837,2.0,0.67778
283,18017833323,0.40939,4.93414,0.29552,0.16802,8.63763,0.60197,12.17412,2.0,0.80399
266,314847439,0.13384,-7.70046,0.08327,0.13719,11.78478,0.35563,7.42083,nan,0.28799
267,10705936784,0.11883,2.67502,0.11309,0.20545,18.48091,0.95225,20.85056,nan,0.3765
268,77255183194,0.10122,1.53744,0.1584,0.09487,33.71295,0.19568,37.84099,nan,0.15641
284,60598726742,0.06665,6.4991,0.14928,0.03995,-10.33349,0.37445,-25.2739,nan,0.18876
285,7832203956,0.13441,1.68309,0.21382,0.11116,15.31346,0.37327,16.639,nan,0.34926
269,6611439170,0.21295,-0.39803,0.17942,0.18677,18.86358,0.2737,18.42165,2.0,0.33812
270,1283491747,0.08757,0.55717,0.10249,0.14793,26.05938,0.54761,27.58831,nan,0.25618
271,16859564414,0.07176,2.11684,0.23097,0.15661,18.75819,0.32075,24.17383,1.0,0.3642
272,159162631,0.0764,-4.29802,0.07801,0.03301,35.85843,0.1305,25.60286,nan,0.3929
273,29195647471,0.1992,6.9244,0.05777,0.08238,10.17471,1.35234,15.42222,1.0,0.62789
274,11345462935,0.06802,-1.0428,0.02249,0.03996,38.57498,2.18887,38.05622,1.0,0.5814
275,3898668309,0.0739,3.24135,0.16765,0.17575,6.96069,0.70975,9.18077,1.0,0.32055
286,993655988,0.24783,4.13188,1.07021,0.13775,12.48315,0.2379,18.21392,nan,0.66295
287,4353592332,0.1374,1.21023,8.54878,0.16168,48.28103,2.68629,73.40294,1.0,0.41219
276,1061690819,0.14015,3.70357,0.10376,0.09116,14.49111,0.69371,19.20288,nan,0.3134
277,14830058260,0.28622,-1.20371,0.1939,0.23605,32.5736,0.29623,30.39276,3.0,0.53635
288,464782127,0.05038,-3.25864,0.06892,0.23761,17.44831,1.47484,16.5753,1.0,0.24228
289,3982611627,0.04459,-1.48004,0.05628,0.08089,15.7653,0.63391,16.24203,nan,0.29861
278,57080002392,0.15125,0.68699,0.52142,0.24864,30.73211,0.48897,31.60892,nan,0.39245
290,189731027,0.2433,3.03931,0.10725,0.16551,2.63383,0.14252,8.80402,1.0,0.67064
291,4696551150,0.26815,-0.9649,0.29453,0.37227,20.36905,0.23282,19.57095,3.0,0.52664
292,4262847974,0.03596,1.86686,0.10364,0.16067,14.62722,0.17223,15.49375,nan,0.13024
293,3065929287,0.21911,0.50015,0.22092,0.07478,-107.00636,1.50072,-116.01435,1.0,0.32851
294,2201295279,0.19415,0.37646,0.03611,0.12688,16.57542,3.21917,19.18549,nan,0.52248
279,26865716,0.10606,2.00508,0.18476,0.20078,7.07012,0.00386,10.85565,nan,0.18969
295,5343962659,0.04956,4.57256,0.172,0.07291,-179.99903,0.67444,-369.10385,nan,0.16389
280,851553553,0.07707,5.36959,0.35277,0.11388,3.91537,0.07222,9.31407,nan,0.44099
312,26975129148,0.17684,1.68413,0.26782,0.12289,11.42634,0.01168,14.20152,nan,0.19058
296,5701041870,0.50352,1.75646,0.86694,0.24649,14.53118,5.2748,16.63454,2.0,0.82091
313,269027501,0.06888,0.614,0.17558,0.24176,5.33608,0.05011,6.59865,nan,0.26201
314,2641027094,0.11996,0.9453,0.1843,0.13427,32.22579,0.76395,33.68836,nan,0.22756
297,779502730,0.0839,1.551,0.08294,0.0324,38.44321,0.2213,42.8149,nan,0.17424
298,8965602822,0.16303,4.32227,0.04899,0.09386,27.74403,2.46245,30.49006,1.0,0.65058
315,980575828,0.07241,-3.69107,0.05545,0.08243,30.27526,0.17046,27.94745,nan,0.66375
299,37806729979,0.21036,2.58553,0.13275,0.08194,67.60299,0.86399,72.00665,nan,0.38944
316,3934851830,0.14564,1.65884,0.10916,0.11483,3.92136,0.4348,2.91704,nan,0.61155
300,914742988,0.06977,-4.01363,0.07979,0.13064,9.01811,0.51629,6.05963,nan,0.26318
301,1533115320,0.12945,2.7744,0.09049,0.1539,8.34575,0.14548,12.00889,nan,0.47802
302,1679404734,0.09795,5.39601,0.04145,0.09929,19.0677,0.40896,24.02748,nan,0.30922
317,3298430761,0.15915,2.89923,0.11798,0.09107,17.40928,0.06894,24.18721,nan,0.40861
318,12522008950,0.22625,0.19054,0.20744,0.26876,43.3547,0.37209,43.72952,2.0,0.41211
319,9331148043,0.0522,3.94149,0.1076,0.06662,22.78912,0.34392,32.47579,nan,0.31379
320,59745896,0.18305,-2.85279,0.15538,0.22655,4.34942,0.57203,2.67281,3.0,0.69359
303,34448872980,0.22384,2.02872,0.42181,0.15671,21.13406,0.39967,23.90118,nan,0.44347
304,18249603654,0.23139,0.13365,0.14169,0.12793,18.48039,0.18653,18.11461,1.0,0.56525
305,404099910562,0.13696,2.50529,2.52506,0.37666,14.70898,0.47732,16.69638,1.0,0.33495
306,148386452116,0.19561,2.68909,0.31606,0.09559,26.46215,0.07066,30.01823,nan,0.37598
307,16302850393,0.08262,2.32145,0.09912,0.07479,18.0448,0.26531,20.63107,nan,0.16821
308,12858267894,0.204,-1.72998,0.17085,0.20681,23.92801,1.10754,24.96897,2.0,0.36925
321,1043291043,0.08782,3.50585,0.3183,0.20706,34.17483,0.63993,59.63594,1.0,0.19849
322,47126235284,0.2132,1.88323,0.23917,0.15704,47.33351,0.02137,49.86773,1.0,0.30399
309,24278946251,0.18778,1.40298,0.23284,0.20986,33.25621,0.19817,35.5214,1.0,0.3386
310,260343400,0.15076,-1.51492,0.1217,0.3396,3.23018,0.35748,2.57846,nan,0.29881
311,7497574179,0.04868,4.55614,0.16679,0.03391,41.48497,0.23885,56.33937,nan,0.13837
323,2134231834,0.09863,2.91577,0.16349,0.12423,20.48632,0.5564,24.51279,nan,0.30746
324,948769304,0.0612,1.50421,0.2867,0.16038,10.51374,0.3265,15.22266,1.0,0.21031
325,2504071277,0.08307,2.47892,0.11038,0.15725,15.34636,0.38265,19.0669,nan,0.36635
326,16932488902,0.213,2.11976,0.12843,0.14537,27.08319,0.27866,29.45075,nan,0.44288
337,34091861010,0.28921,0.50835,0.53536,0.4675,43.41796,0.61166,43.81623,2.0,0.60716
327,5703978452,0.10072,-0.0225,0.30602,0.23734,35.65313,1.71877,35.44516,nan,0.23599
338,78685638000,0.26942,1.7219,1.01857,0.39375,28.88187,0.13998,31.29078,1.0,0.4389
328,39721018761,0.17437,0.72551,0.20926,0.25979,5.95034,0.11222,6.47801,1.0,0.22947
339,40070800000,0.13291,1.51575,0.24509,0.10356,19.06785,1.33489,20.92203,nan,0.38517
340,21438372000,0.17568,1.34367,0.07966,0.07475,20.54354,1.5227,22.16998,nan,0.41258
329,1323528120,0.03603,1.05855,0.10275,0.04585,10.18019,0.31186,15.53134,nan,0.23514
341,9251080591,0.1274,0.99376,0.16948,0.26927,8.03221,0.18575,8.8283,nan,0.2307
342,2910434837,0.08858,-1.3183,0.12401,0.14398,17.25996,0.28818,15.7574,nan,0.30886
330,130549664,0.19971,1.04359,0.14944,0.10986,22.14244,1.79926,23.80448,1.0,0.56907
343,1195054636,0.45714,1.16082,0.09661,0.15073,7.42107,0.36123,8.54661,nan,0.87934
344,4751895465,0.05411,3.24699,0.17171,0.21809,8.37979,0.09168,9.92441,nan,0.19882
331,2710655034,0.0337,-1.29106,1.95776,0.25703,-32.6798,0.39201,-31.86989,nan,0.15986
345,5822805768,0.13273,1.45078,0.34891,0.25646,21.33449,0.91853,23.39755,1.0,0.33945
332,4005386514,0.18152,0.08507,0.15282,0.17859,49.72025,1.22055,53.01257,3.0,0.63894
346,90679694171,0.37843,4.74032,0.08906,0.11395,26.42794,0.82381,32.43636,1.0,0.63552
347,2065607268,0.48719,1.01272,0.27366,0.19531,5.92877,2.15932,7.37382,2.0,0.71136
348,10303588374,0.13597,1.12016,0.211,0.18327,11.32268,0.07822,14.27253,nan,0.17011
333,180555697640,0.2366,0.6486,0.16072,0.1528,39.54574,2.20322,40.13689,2.0,0.79619
334,34726395000,0.14136,5.51501,0.20166,0.13608,17.7705,0.40701,23.73537,nan,0.35175
335,649513851,0.29906,-2.41308,0.22326,0.19927,37.76233,0.83935,34.82317,3.0,0.77136
336,12469500000,0.16625,0.62947,0.17535,0.16509,32.69656,0.24343,33.74265,nan,0.34465
349,11907920304,0.17673,5.61405,0.09594,0.03418,18.82076,0.19461,32.55551,nan,0.38333
350,3207244812,0.05992,1.17396,0.07425,0.05472,29.46239,0.5923,30.56178,nan,0.29033
351,18167541112,0.06758,1.70678,0.14223,0.06425,42.40834,0.29806,44.91525,nan,0.17043
357,19857794979,0.06038,2.28064,0.09531,0.0842,20.99792,0.33504,24.01129,nan,0.21143
352,303663011,0.06077,-0.26239,0.15521,0.22862,-6.20816,0.27179,-6.47919,nan,0.3068
353,6983056579,0.25404,-3.07641,0.08804,0.0879,11.46758,0.16567,9.40479,1.0,0.66067
358,7062305437,0.1694,5.16542,0.11105,0.09309,6.61636,0.962,9.60614,1.0,0.89375
359,212651267,0.06518,0.76106,0.17477,0.1958,17.4623,0.26785,5.37305,1.0,0.18366
354,368366314716,0.2499,0.70518,0.2093,0.24652,19.63858,0.08404,20.22421,nan,0.69051
355,12255431674,0.03605,2.1436,0.07062,0.05096,29.84115,0.30545,41.21735,nan,0.53183
356,11614604120,0.06587,1.20899,0.05665,0.02749,28.87479,0.17465,30.83929,nan,0.58598
369,4647742160,0.16732,1.37574,0.13325,0.17468,33.73248,0.56546,35.58591,1.0,0.44125
360,5706889000,0.11201,4.09515,0.15418,0.0445,21.77473,0.50985,32.1755,nan,0.21208
361,7766676180,0.0732,3.98513,0.214,0.15564,18.12588,0.36632,23.95452,1.0,0.14245
370,42755419016,0.22914,4.60894,0.09123,0.02238,40.66715,0.35575,55.22796,1.0,0.55691
371,118203617,0.06947,-0.86725,0.34649,0.15627,19.26648,0.66984,17.56243,nan,0.25537
372,26401150596,0.18389,0.44007,0.17533,0.11511,29.04618,0.1196,29.20046,nan,0.63462
373,1103968800,0.05326,0.35276,0.32902,0.39526,13.79104,0.02246,14.80692,1.0,0.2752
374,230788267,0.33605,1.99527,0.04572,0.21082,4.68499,70.9493,2.15453,nan,0.50143
362,45223942211,0.15134,2.08416,1.80679,0.35471,15.7605,0.06724,17.83682,1.0,0.3603
363,7364420000,0.13448,2.07737,0.09256,0.09009,21.25624,0.24646,24.0227,nan,0.31998
364,135703612717,0.04324,-69.54673,0.12452,0.02549,17.44632,5.06172,13.41428,nan,0.17404
365,82350544923,0.37598,0.52997,0.83332,0.26881,26.33433,1.01041,26.78404,2.0,0.59748
366,97621345,0.08196,3.14934,1.66572,0.09105,22.30539,0.31272,86.80686,nan,0.25123
375,5012911220,0.12933,1.42624,0.70209,0.47312,10.70302,0.05023,11.63883,nan,0.44041
376,757449802,0.08866,4.96237,0.14176,0.08155,33.38761,0.27811,76.68937,nan,0.20462
367,3930444367,0.10835,-0.34108,0.10525,0.11195,13.75285,0.37598,13.59363,1.0,0.88436
377,1845111327,0.40967,3.60919,0.18223,0.04886,-6.16007,0.14248,-15.10285,1.0,0.73029
378,36976568259,0.20302,3.54515,0.02827,0.0638,12.35747,0.05053,18.5964,nan,0.34596
368,42034552752,0.02806,3.67555,0.22339,0.0958,12.29782,0.20392,16.90332,nan,0.22434
379,46199420103,0.09959,5.8752,0.06332,0.05004,25.84148,2.17647,32.79149,nan,0.26166
380,1755060898,0.07428,-1.97049,0.12168,0.05461,21.92566,0.16506,17.93378,nan,0.43339
381,90286686450,0.28999,-0.23969,0.47886,0.41567,18.93744,0.9245,18.413,2.0,0.47467
382,4951225300,0.11367,-0.63311,0.16863,0.24778,29.20237,0.38422,28.78331,nan,0.23147
383,6374096921,0.05087,-1.66833,0.20449,0.2259,22.91702,0.19718,21.24725,1.0,0.13229
399,5522516981,0.3169,-0.63469,0.36247,0.32583,12.95181,3.41538,12.46309,3.0,0.64779
384,6702640507,0.18038,-1.22473,0.20372,0.06937,50.70757,0.2283,50.03561,nan,0.68896
400,2828356155,0.23264,0.1925,0.27289,0.25689,15.19655,0.32952,16.67917,2.0,0.26685
401,6202135005,0.12473,2.30301,0.41175,0.19345,7.43021,0.32131,10.623,1.0,0.33627
385,2900926789,0.05422,4.43686,0.09232,0.16874,8.10061,0.56169,10.65792,nan,0.23079
403,608789437,0.35303,0.05286,0.1131,0.18312,65.14128,0.05556,65.14852,1.0,0.50172
404,21121126824,0.0732,3.85925,0.14835,0.201,17.08234,0.62592,20.03394,nan,0.14418
402,2332492339,0.23287,-2.49736,0.1248,0.12826,69.22583,0.88381,66.35683,1.0,0.68336
386,45772567931,0.1553,-0.24288,0.15383,0.10752,12.07512,0.57573,11.84904,nan,0.17249
387,22214321175,0.18561,0.92522,0.9996,0.47444,32.13737,0.45038,33.87474,nan,0.32447
388,6343672837,0.07943,3.41543,0.08275,0.13874,10.06577,0.04818,12.66385,nan,0.59088
389,2378624446,0.10046,6.56161,0.0988,0.1408,-10.04318,0.34937,-16.51885,nan,0.24334
405,2835262135,0.11124,0.20214,0.18106,0.36306,7.97732,1.21049,9.07909,nan,0.27224
406,375449350,0.10614,-0.60437,0.18808,0.1895,27.24462,0.82759,25.91788,nan,0.26505
390,11497885877,0.17128,1.2389,0.36031,0.33318,22.43471,0.34617,23.9395,nan,0.36471
391,211442678406,0.25593,2.02023,0.16351,0.1197,43.11328,0.19371,46.41951,nan,0.47755
392,1354725602,0.12619,-0.73546,0.13778,0.10661,20.50868,0.5213,19.42248,nan,0.31471
393,773996315,0.0714,-5.69636,0.11569,0.27224,15873.80644,0.64574,12.84001,1.0,0.53934
394,5901428862,0.13048,0.82772,0.07573,0.11732,21.29722,0.5675,22.33312,nan,0.36641
395,126401429680,0.12051,1.88198,0.92708,0.25832,19.64501,0.12741,21.87755,nan,0.12093
396,11812594409,0.15046,-2.02651,0.33127,0.39252,12.33761,0.55071,10.83816,2.0,0.42827
397,7842801990,0.3944,-0.06157,0.96035,0.59274,16.83844,0.00395,16.59495,nan,0.44164
398,604822645,0.07678,1.88406,0.12222,0.12782,15.47882,0.21738,17.6836,nan,0.28464
717,35515837018,0.23018,-0.70024,0.40493,0.54785,13.14382,1.68418,11.73144,3.0,0.58536
407,26695010522,0.07456,2.84458,0.15532,0.09179,16.80967,0.18344,23.14972,nan,0.11791
408,9070227526,0.10097,-1.38232,0.06824,0.06196,64.18223,0.78809,63.90517,nan,0.53973
409,2287626571,0.06957,3.62153,0.02382,0.09115,14.4699,3.30378,16.0234,nan,0.60511
426,5364115032,0.40599,0.22277,0.19325,0.20983,9.63705,0.36085,10.57182,3.0,0.52908
410,16535521036,0.25349,-0.82746,0.78821,0.88689,61.44437,0.64339,60.46728,2.0,0.54653
427,60624850,0.38588,-1.45103,0.04535,0.0307,11.083,10.55938,15.67573,nan,1.00067
428,16216020683,0.29477,2.7783,0.12868,0.11076,8.7952,0.29574,11.1218,nan,0.39962
429,51036565578,0.05528,2.90569,0.17599,0.13227,10.55839,0.28331,15.30443,nan,0.10718
430,1377282941,0.15869,-0.27049,0.04395,0.61099,-15.12462,0.10417,-14.67053,1.0,0.3169
431,35613491814,0.41934,1.46148,0.21628,0.3653,68.88785,0.33005,76.829,1.0,0.28737
432,11283059586,0.02758,6.37723,0.03139,0.23066,11.07886,0.61281,13.82466,nan,0.12797
433,7208120092,0.42891,2.53116,0.18157,0.03544,20.47806,2.22039,32.19743,1.0,0.45104
434,5072515562,0.1405,0.82871,0.16068,0.11022,11.36691,0.68152,11.93811,nan,0.22963
435,6168639000,0.12628,2.38093,0.23705,0.14082,9.18498,0.24457,11.76941,1.0,0.50222
436,4802726609,0.09064,2.49261,0.16141,0.10832,12.80892,0.79952,15.70792,nan,0.23634
437,343934588,0.04412,5.25214,0.05128,0.17187,5.53387,0.05354,7.83115,nan,0.12895
411,1217429604,0.16071,4.08758,0.1454,0.06841,26.15075,0.26377,7.28506,nan,0.38483
438,220989026,0.56318,1.46582,0.14565,0.18354,2.02595,3.36339,3.59146,nan,1.02232
439,9789461051,0.19741,-1.60685,0.41485,0.36,18.19849,1.46634,17.31789,2.0,0.29688
440,109011691905,0.17083,3.59784,0.0816,0.06228,21.73407,0.05632,25.06654,nan,0.65166
412,97162026161,0.15528,-1.20202,0.35907,1.06356,15.73364,7.80883,16.23341,2.0,0.46416
441,244211025168,0.22413,1.66241,0.27262,0.18117,16.49508,0.34363,18.06042,2.0,0.75818
442,64306674307,0.21221,2.29712,0.14738,0.13755,10.57517,0.67599,12.45717,1.0,0.62656
413,6102436916,0.11596,1.56115,0.09157,0.0805,35.29022,0.32274,37.11049,nan,0.46535
443,6449014057,0.14996,0.50266,0.16152,0.03202,-24.84026,0.68826,-26.59209,nan,0.25042
444,1416465270981,0.39941,-0.67432,0.33756,0.24586,27.45466,1.2994,26.83379,3.0,0.81426
445,24797520,0.2552,-0.89287,0.06958,0.07015,39.2821,1.79481,36.226,nan,0.76393
414,114561969,0.12598,0.58919,0.19969,0.10265,10.25368,0.02307,12.08937,nan,0.31204
415,11096787727,0.0963,2.38048,0.23414,0.02785,8.87863,0.26212,30.57534,nan,0.42749
416,1015119806,0.22764,1.60299,0.11924,0.03124,23.97297,0.78046,30.09097,nan,0.40258
417,3106218839405,0.4449,-0.29455,0.31458,0.26795,42.74506,0.98412,42.52831,3.0,0.69349
418,7333621230,0.17895,2.59824,0.10922,0.14378,11.23853,0.3022,14.05989,nan,0.37939
446,7140944319,0.11214,1.17301,0.18861,0.16414,71.53747,0.31547,74.87292,nan,0.2378
447,5538708810,0.03305,2.04857,0.11167,1.90349,26.73576,0.18151,28.6426,nan,0.22583
448,1523901154,0.22096,-0.28408,0.16903,0.2408,17.61052,1.1022,16.91245,3.0,0.56019
449,85406597003,0.17001,2.97543,0.13682,0.11943,23.20598,0.44831,27.97446,nan,0.38771
450,52253481278,0.26759,-0.442,0.27777,0.3478,34.4252,0.65933,32.21887,3.0,0.5377
419,84942936000,0.41923,1.50605,0.49238,0.27005,36.74658,0.46151,38.50923,2.0,0.72897
451,6980035560,0.10878,2.34089,0.09693,0.08409,26.90443,0.22102,30.45943,nan,0.281
452,81464606701,0.24512,1.75804,1.1648,0.31563,35.09243,0.3992,37.4296,2.0,0.50854
420,419988127,0.06106,-2.5554,0.07135,0.03734,17.58731,0.00949,13.3403,nan,0.54423
421,48566772664,0.42166,4.54431,0.31126,0.1273,10.09482,0.30904,14.55009,1.0,0.45819
422,6605643998,0.22332,1.11599,0.24963,0.14687,22.40481,0.23265,23.88927,1.0,0.4791
423,4507514525,0.10597,1.32904,0.18454,0.14917,14.57175,0.13008,16.24007,nan,0.41162
424,10313498777,0.22232,-1.34906,0.27654,0.2814,16.40017,0.49736,15.30175,2.0,0.29382
453,3802982215,0.16011,1.15356,0.15551,0.123,23.43932,0.3004,24.86221,1.0,0.34427
425,4741367601,0.33783,1.70048,0.13508,0.06608,5.38449,0.27705,7.39192,nan,0.45275
454,10616602606,0.03717,2.96267,0.61438,0.1206,25.35775,0.43222,30.03137,nan,0.1116
455,406504549,0.08573,5.06768,0.05603,0.10362,8.68463,0.63426,17.26945,nan,0.31834
456,1327963262,0.28313,-1.68632,0.28288,0.30549,30.1299,0.67407,27.83076,3.0,0.54386
471,6221455718,0.09321,0.92048,0.16467,0.07235,8.07229,0.03057,9.85989,nan,0.22617
472,442053833,0.25885,1.34454,0.78214,0.45085,17.92509,0.10331,19.54468,nan,0.60892
457,295054837,0.04775,-3.74517,0.10441,0.10749,23.53955,0.29473,18.67522,1.0,0.71434
473,25024444596,0.21342,-0.45568,1.16792,0.17464,17.88067,0.24676,17.29087,3.0,0.71115
458,372452803890,0.2565,0.70091,0.34246,0.26745,52.65036,0.87319,53.10297,1.0,0.45251
474,12061544507,0.26231,-2.08737,0.14193,0.17589,27.02312,1.80107,25.15191,2.0,0.9852
459,5130452382,0.20128,1.79856,0.31671,0.25816,10.98257,0.30429,13.80424,nan,0.30836
460,5072707302,0.21367,5.87813,0.26506,0.08002,6.16999,1.05855,13.31435,nan,0.57821
461,110014719848,0.11829,0.30873,0.38016,0.27835,15.51302,0.08715,15.54594,1.0,0.44837
462,14287377835,0.25524,2.13053,0.16571,0.11883,25.11583,0.18197,27.68831,1.0,0.55067
475,58756702618,0.38753,3.4395,0.17526,0.0302,48.39064,0.07392,61.87259,nan,0.36542
476,132681803,0.04285,-4.47513,0.07195,0.05467,28.70799,0.73631,26.1406,nan,0.45895
463,71539326829,0.07046,3.93456,0.16104,0.0794,29.35464,0.17947,34.15265,nan,0.16872
464,19577190864,0.08269,4.36167,0.55442,0.08204,12.30752,1.70142,17.92423,nan,0.20852
465,33972732687,0.11531,0.5753,0.11715,0.10072,19.96605,0.36228,21.22192,nan,0.15524
466,1446487160,0.05336,5.01037,0.03933,0.02644,23.71295,0.84667,28.52806,nan,0.5088
467,364485108,0.62498,-1.32433,0.24856,0.22586,24.77707,0.03949,23.23833,2.0,0.81682
718,12445239246,0.18263,3.41782,0.17541,0.1105,21.47456,0.39693,25.0387,1.0,0.40867
468,3606155300000,0.61867,-0.41624,1.24023,0.65666,77.38813,10.64793,76.53749,2.0,0.75977
